tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
English,1754,Brigham Young University - Idaho,Derik,,Robertson,1553621,32,good,TEACHER,PROFESSOR,3.9
Online Learning,1754,Brigham Young University - Idaho,Anna-Marie,,Robertson,1801547,7,good,TEACHER,PROFESSOR,4.3
Nursing,1754,Brigham Young University - Idaho,Rosemary,,Robertson,2056516,6,good,TEACHER,PROFESSOR,3.5
Political Science,1754,Brigham Young University - Idaho,Ruthie,,Robertson,2259776,4,average,TEACHER,PROFESSOR,3.3
Online Learning,1754,Brigham Young University - Idaho,Daniel,,Robertson,2157598,3,good,TEACHER,PROFESSOR,4.7
Information Systems,1754,Brigham Young University - Idaho,Blaine,,Robertson,720266,74,average,TEACHER,PROFESSOR,3.4
Online Learning,1754,Brigham Young University - Idaho,Shawna,,Robertson,2093013,7,good,TEACHER,PROFESSOR,4.7
Child & Family Studies,1754,Brigham Young University - Idaho,Lynette ,,Robertson,2043396,47,poor,TEACHER,PROFESSOR,2.4
Nursing,1754,Brigham Young University - Idaho,Tina,,Robins,2289720,5,good,TEACHER,PROFESSOR,4.8
Communication,1754,Brigham Young University - Idaho,Cameron,,Robins,2446115,16,good,TEACHER,PROFESSOR,3.8
Academic Services,1754,Brigham Young University - Idaho,Seth,Lowell,Robins,2499441,24,good,TEACHER,PROFESSOR,4.3
General Studies,1754,Brigham Young University - Idaho,Darrell,,Robinson,1976505,6,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Rebecca,,Robinson,1119977,30,poor,TEACHER,PROFESSOR,2.4
Health & Human Performance,1754,Brigham Young University - Idaho,Lisa,,Robison,1893845,4,good,TEACHER,PROFESSOR,4.2
"Ag Bus, Plant & Animal Sci",1754,Brigham Young University - Idaho,Katie,,Robison,2560278,2,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Jodi,,Robison,2709171,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Nancy,,Roche,2647966,7,poor,TEACHER,PROFESSOR,1.6
Foreign Languages & Literature,1754,Brigham Young University - Idaho,David,,Rock,579160,73,average,TEACHER,PROFESSOR,2.9
Music,1754,Brigham Young University - Idaho,Jessica,,Roderer,2580540,7,average,TEACHER,PROFESSOR,3.1
Communication,1754,Brigham Young University - Idaho,Terry,,Rodino,1629216,6,good,TEACHER,PROFESSOR,3.7
Religion,1754,Brigham Young University - Idaho,Eldon,,Roe,2363268,6,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Kristin,,Roenfeldt,2347504,9,good,TEACHER,PROFESSOR,5.0
Music,1754,Brigham Young University - Idaho,Rebecca,A,Roesler,2115024,5,good,TEACHER,PROFESSOR,4.2
Geology,1754,Brigham Young University - Idaho,Sarah,,Rogers,1629578,8,poor,TEACHER,PROFESSOR,2.2
Communication,1754,Brigham Young University - Idaho,Michelle,,Rognon,2338503,13,average,TEACHER,PROFESSOR,2.8
Mechanical Engineering,1754,Brigham Young University - Idaho,Greg,,Roach,1255464,21,good,TEACHER,PROFESSOR,3.5
Education,1754,Brigham Young University - Idaho,Richard,,Robbins,1679444,2,good,TEACHER,PROFESSOR,4.2
General Studies,1754,Brigham Young University - Idaho,Susie,,Robbins,2027083,9,good,TEACHER,PROFESSOR,4.2
Career Development,1754,Brigham Young University - Idaho,Susanne,,Robbins,2038044,12,good,TEACHER,PROFESSOR,3.7
Computer Science,1754,Brigham Young University - Idaho,Johnson,,Robbins,2532709,3,average,TEACHER,PROFESSOR,3.0
Sociology,1754,Brigham Young University - Idaho,Paul,,Roberts,863038,21,good,TEACHER,PROFESSOR,4.2
English,1754,Brigham Young University - Idaho,Victoria,K.,Roberts,2463412,140,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Kyle,,Roberts,2246890,9,good,TEACHER,PROFESSOR,3.7
Psychology,1754,Brigham Young University - Idaho,Kynda,,Roberts,1244932,62,good,TEACHER,PROFESSOR,4.3
Online Learning,1754,Brigham Young University - Idaho,Austin,,Robertson,1552129,5,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Derik,,Robertson,1553621,32,good,TEACHER,PROFESSOR,3.9
Online Learning,1754,Brigham Young University - Idaho,Anna-Marie,,Robertson,1801547,7,good,TEACHER,PROFESSOR,4.3
Nursing,1754,Brigham Young University - Idaho,Rosemary,,Robertson,2056516,6,good,TEACHER,PROFESSOR,3.5
Political Science,1754,Brigham Young University - Idaho,Ruthie,,Robertson,2259776,4,average,TEACHER,PROFESSOR,3.3
Online Learning,1754,Brigham Young University - Idaho,Daniel,,Robertson,2157598,3,good,TEACHER,PROFESSOR,4.7
Online Learning,1754,Brigham Young University - Idaho,Shawna,,Robertson,2093013,7,good,TEACHER,PROFESSOR,4.7
Information Systems,1754,Brigham Young University - Idaho,Blaine,,Robertson,720266,77,average,TEACHER,PROFESSOR,3.4
Child & Family Studies,1754,Brigham Young University - Idaho,Lynette ,,Robertson,2043396,57,poor,TEACHER,PROFESSOR,2.4
Nursing,1754,Brigham Young University - Idaho,Tina,,Robins,2289720,5,good,TEACHER,PROFESSOR,4.8
Communication,1754,Brigham Young University - Idaho,Cameron,,Robins,2446115,18,good,TEACHER,PROFESSOR,3.7
Child & Family Studies,1754,Brigham Young University - Idaho,Trevor,,Rowe,2609677,3,average,TEACHER,PROFESSOR,3.0
Child & Family Studies,1754,Brigham Young University - Idaho,Trever,,Rowe,1589022,13,good,TEACHER,PROFESSOR,3.6
Religion,1754,Brigham Young University - Idaho,Brad,J,Rowe,1317628,107,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,Dave,,Rowe,2585447,7,good,TEACHER,PROFESSOR,4.1
Physics,1754,Brigham Young University - Idaho,Angelia,,Royston,2297559,6,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Justin,,Rubert,2407522,14,good,TEACHER,PROFESSOR,4.7
Mathematics,1754,Brigham Young University - Idaho,Cynthia ,,Ruchti,1991819,14,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,Jason,,Rudd,2610192,2,good,TEACHER,PROFESSOR,5.0
Chemistry,1754,Brigham Young University - Idaho,Shane,,Ruebush,1208624,72,average,TEACHER,PROFESSOR,3.1
Recreation,1754,Brigham Young University - Idaho,Melissa,,Russell,2159087,13,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Tony,,Russo,2187160,11,good,TEACHER,PROFESSOR,3.8
Religion,1754,Brigham Young University - Idaho,Megan,,Ryan,1797637,5,average,TEACHER,PROFESSOR,2.6
Dance,1754,Brigham Young University - Idaho,Rebekah,Ensign,Ryan,1954467,1,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Amy,,Ryan,2271131,6,good,TEACHER,PROFESSOR,4.2
Art,1754,Brigham Young University - Idaho,Teresa,,Ryan,1865836,9,good,TEACHER,PROFESSOR,3.9
Home  Family Studies,1754,Brigham Young University - Idaho,Mindy,,Saari,2150747,2,poor,TEACHER,PROFESSOR,1.5
Accounting,1754,Brigham Young University - Idaho,Lee,,Saathoff,1294850,55,good,TEACHER,PROFESSOR,4.3
Dance,1754,Brigham Young University - Idaho,Diedre,,Sakota,2360862,3,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Kevin,,Salcido,2676792,5,good,TEACHER,PROFESSOR,4.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Aaron,,Salgado,1853064,10,good,TEACHER,PROFESSOR,4.8
Sociology,1754,Brigham Young University - Idaho,Kevin,,Salicdo,2648342,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1754,Brigham Young University - Idaho,Pete,,Sallay,1792903,23,good,TEACHER,PROFESSOR,3.7
Home & Family Studies,1754,Brigham Young University - Idaho,Abigail,,Salmon,2558923,2,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Brett,,Sampson,831897,40,good,TEACHER,PROFESSOR,4.8
English,1754,Brigham Young University - Idaho,Scott,,Samuelson,142776,49,good,TEACHER,PROFESSOR,3.7
Nursing,1754,Brigham Young University - Idaho,Rodney,,Sanders,1856980,6,good,TEACHER,PROFESSOR,4.2
Business,1754,Brigham Young University - Idaho,Aaron,,Sanns,2046441,11,good,TEACHER,PROFESSOR,4.2
Geology,1754,Brigham Young University - Idaho,Chris,,Sant,1798921,27,good,TEACHER,PROFESSOR,3.6
Accounting,1754,Brigham Young University - Idaho,Gordon,,Santhoff,1430582,4,good,TEACHER,PROFESSOR,4.1
Political Science,1754,Brigham Young University - Idaho,Jarinete,,Santos,2340393,6,poor,TEACHER,PROFESSOR,1.5
Computer Science,1754,Brigham Young University - Idaho,Victor,,Sanuy,2499163,2,average,TEACHER,PROFESSOR,2.5
Chemistry,1754,Brigham Young University - Idaho,Ryan,,Sargeant,592109,80,good,TEACHER,PROFESSOR,4.2
Recreation,1754,Brigham Young University - Idaho,Kristen,,Sargis,1806616,1,poor,TEACHER,PROFESSOR,1.5
Health Science,1754,Brigham Young University - Idaho,Anna,,Sarver,2410156,4,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Serena,,Roundy,1883657,198,good,TEACHER,PROFESSOR,4.2
Child & Family Studies,1754,Brigham Young University - Idaho,Trevor,,Rowe,2609677,3,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Dave,,Rowe,2585447,7,good,TEACHER,PROFESSOR,4.1
Religion,1754,Brigham Young University - Idaho,Brad,J,Rowe,1317628,109,good,TEACHER,PROFESSOR,4.7
Child & Family Studies,1754,Brigham Young University - Idaho,Trever,,Rowe,1589022,14,average,TEACHER,PROFESSOR,3.4
Physics,1754,Brigham Young University - Idaho,Angelia,,Royston,2297559,6,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Justin,,Rubert,2407522,16,good,TEACHER,PROFESSOR,4.7
Mathematics,1754,Brigham Young University - Idaho,Cynthia ,,Ruchti,1991819,14,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,Jason,,Rudd,2610192,3,good,TEACHER,PROFESSOR,5.0
Chemistry,1754,Brigham Young University - Idaho,Shane,,Ruebush,1208624,73,average,TEACHER,PROFESSOR,3.1
Recreation,1754,Brigham Young University - Idaho,Melissa,,Russell,2159087,14,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Tony,,Russo,2187160,11,good,TEACHER,PROFESSOR,3.8
Religion,1754,Brigham Young University - Idaho,Megan,,Ryan,1797637,5,average,TEACHER,PROFESSOR,2.6
Dance,1754,Brigham Young University - Idaho,Rebekah,Ensign,Ryan,1954467,1,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Amy,,Ryan,2271131,6,good,TEACHER,PROFESSOR,4.2
Art,1754,Brigham Young University - Idaho,Teresa,,Ryan,1865836,9,good,TEACHER,PROFESSOR,3.9
Home  Family Studies,1754,Brigham Young University - Idaho,Mindy,,Saari,2150747,2,poor,TEACHER,PROFESSOR,1.5
Accounting,1754,Brigham Young University - Idaho,Lee,,Saathoff,1294850,58,good,TEACHER,PROFESSOR,4.3
Dance,1754,Brigham Young University - Idaho,Diedre,,Sakota,2360862,3,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Kevin,,Salcido,2676792,7,good,TEACHER,PROFESSOR,4.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Aaron,,Salgado,1853064,10,good,TEACHER,PROFESSOR,4.8
Sociology,1754,Brigham Young University - Idaho,Kevin,,Salicdo,2648342,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1754,Brigham Young University - Idaho,Pete,,Sallay,1792903,23,good,TEACHER,PROFESSOR,3.7
Home & Family Studies,1754,Brigham Young University - Idaho,Abigail,,Salmon,2558923,2,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Brett,,Sampson,831897,40,good,TEACHER,PROFESSOR,4.8
English,1754,Brigham Young University - Idaho,Scott,,Samuelson,142776,49,good,TEACHER,PROFESSOR,3.7
Nursing,1754,Brigham Young University - Idaho,Rodney,,Sanders,1856980,6,good,TEACHER,PROFESSOR,4.2
Business,1754,Brigham Young University - Idaho,Aaron,,Sanns,2046441,12,good,TEACHER,PROFESSOR,4.2
Geology,1754,Brigham Young University - Idaho,Chris,,Sant,1798921,27,good,TEACHER,PROFESSOR,3.6
Accounting,1754,Brigham Young University - Idaho,Gordon,,Santhoff,1430582,4,good,TEACHER,PROFESSOR,4.1
Political Science,1754,Brigham Young University - Idaho,Jarinete,,Santos,2340393,7,poor,TEACHER,PROFESSOR,1.4
Computer Science,1754,Brigham Young University - Idaho,Victor,,Sanuy,2499163,2,average,TEACHER,PROFESSOR,2.5
Chemistry,1754,Brigham Young University - Idaho,Ryan,,Sargeant,592109,80,good,TEACHER,PROFESSOR,4.2
Recreation,1754,Brigham Young University - Idaho,Kristen,,Sargis,1806616,1,poor,TEACHER,PROFESSOR,1.5
Health Science,1754,Brigham Young University - Idaho,Anna,,Sarver,2410156,4,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Bruce,,Satterfield,67056,144,good,TEACHER,PROFESSOR,3.6
Business,1754,Brigham Young University - Idaho,Gordon ,,Satthoff,1938944,2,good,TEACHER,PROFESSOR,3.8
Engineering Technology,1754,Brigham Young University - Idaho,David,,Saunders,1688414,8,good,TEACHER,PROFESSOR,3.6
Business,1754,Brigham Young University - Idaho,Seth,,Saunders,2468436,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Jonathan,,Saunders,1869465,12,good,TEACHER,PROFESSOR,4.3
Mathematics,1754,Brigham Young University - Idaho,Garrett,,Saunders,1368134,122,good,TEACHER,PROFESSOR,4.7
Religion,1754,Brigham Young University - Idaho,Tiffany,,Savage,1994107,108,good,TEACHER,PROFESSOR,4.0
Humanities,1754,Brigham Young University - Idaho,Eric,,Schaad,1855452,8,poor,TEACHER,PROFESSOR,2.0
Health Science,1754,Brigham Young University - Idaho,Brian,,Schaat,790042,33,average,TEACHER,PROFESSOR,3.0
Mechanical Engineering,1754,Brigham Young University - Idaho,Aaron,,Schellenberg,751269,50,good,TEACHER,PROFESSOR,4.2
Physical Ed,1754,Brigham Young University - Idaho,Jerry,,Schlegelmilch,696285,28,good,TEACHER,PROFESSOR,4.4
Biology,1754,Brigham Young University - Idaho,Caden,,Schlund,2425457,1,good,TEACHER,PROFESSOR,4.0
Automotive Technology,1754,Brigham Young University - Idaho,Aaron,,Schmalle,2029444,7,average,TEACHER,PROFESSOR,3.4
Theater,1754,Brigham Young University - Idaho,Katherine,T,Schmid,1988187,24,good,TEACHER,PROFESSOR,4.7
Health Science,1754,Brigham Young University - Idaho,Jarom,,Schmidt,2116558,4,average,TEACHER,PROFESSOR,2.5
Business,1754,Brigham Young University - Idaho,Brian,,Schmidt,2156668,4,good,TEACHER,PROFESSOR,4.3
Health Science,1754,Brigham Young University - Idaho,Larry,,Shaw,790539,25,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Jason,,Shaw,1054628,130,good,TEACHER,PROFESSOR,4.3
Management,1754,Brigham Young University - Idaho,Marcus,,Shawcroft,2735229,1,average,TEACHER,PROFESSOR,3.0
Communication,1754,Brigham Young University - Idaho,Sara,,Shawcroft,2738979,1,good,TEACHER,PROFESSOR,4.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Lei,,Shen,929175,40,good,TEACHER,PROFESSOR,3.6
History,1754,Brigham Young University - Idaho,Janet,,Sherman,2357512,2,good,TEACHER,PROFESSOR,3.5
Foundations,1754,Brigham Young University - Idaho,Jannette,,Sherman,2376220,9,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Kevin,,Shiley,1026142,22,good,TEACHER,PROFESSOR,3.7
Online Learning,1754,Brigham Young University - Idaho,Elise,,Shipley,2606580,3,average,TEACHER,PROFESSOR,2.7
Online Learning,1754,Brigham Young University - Idaho,Kaly,G,Shippen,1889664,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Steven ,R,Shisley,2038319,11,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Heidi,,Showalter,2611060,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Travis,,Shreeve,1988137,3,average,TEACHER,PROFESSOR,2.5
Religion,1754,Brigham Young University - Idaho,David,,Shumway,2117908,9,good,TEACHER,PROFESSOR,4.7
Sociology,1754,Brigham Young University - Idaho,Emily,,Shurtleff,2505111,4,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Austin,,Shurtliff,2109805,4,average,TEACHER,PROFESSOR,2.5
Geology,1754,Brigham Young University - Idaho,Ryan,,Shurtliff,2550828,7,average,TEACHER,PROFESSOR,3.2
Theater,1754,Brigham Young University - Idaho,David,,Sidwell,2416680,1,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Nicole,,Siegel,2389527,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Nikki,,Siegel,2503816,3,good,TEACHER,PROFESSOR,4.3
Automotive Technology,1754,Brigham Young University - Idaho,Matt,,Sieler,2553781,1,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Art,,Silva,2167603,3,good,TEACHER,PROFESSOR,4.3
Biology,1754,Brigham Young University - Idaho,Hayley,,Sim,2538426,2,good,TEACHER,PROFESSOR,3.5
Child  Family Studies,1754,Brigham Young University - Idaho,Tracie,,Simon,2074344,24,good,TEACHER,PROFESSOR,3.8
Online Learning,1754,Brigham Young University - Idaho,Jill,,Simonson,2320703,4,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Dan,,Simper,2704293,2,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Mike,,Simpson,2068832,3,good,TEACHER,PROFESSOR,4.5
Child  Family Studies,1754,Brigham Young University - Idaho,Brad,,Simpson,2220482,3,poor,TEACHER,PROFESSOR,2.3
Health Science,1754,Brigham Young University - Idaho,Russell,,Singleton,2185806,4,good,TEACHER,PROFESSOR,4.3
Physical Education,1754,Brigham Young University - Idaho,Wally,,Siwachok,966857,4,good,TEACHER,PROFESSOR,4.4
Geology,1754,Brigham Young University - Idaho,Megan,,Sjoblom,2609827,7,good,TEACHER,PROFESSOR,3.7
International Studies,1754,Brigham Young University - Idaho,Andrew,,Skabelund,2508686,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1754,Brigham Young University - Idaho,Jon,,Skalski,2520240,50,good,TEACHER,PROFESSOR,4.3
Recreation,1754,Brigham Young University - Idaho,Brook,,Skidmore,2272457,5,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Becki,,Skidmore,2450472,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Richard,,Skifton,2081112,4,good,TEACHER,PROFESSOR,4.4
Music,1754,Brigham Young University - Idaho,Josh,,Skinner,1894155,2,poor,TEACHER,PROFESSOR,1.5
English,1754,Brigham Young University - Idaho,Russel,,Shaffer,1800476,16,good,TEACHER,PROFESSOR,4.2
Mathematics,1754,Brigham Young University - Idaho,Jared,,Shaw,1520366,1,poor,TEACHER,PROFESSOR,1.0
Physics,1754,Brigham Young University - Idaho,Mary,Amanda,Shaw,2611748,1,average,TEACHER,PROFESSOR,3.0
Health Science,1754,Brigham Young University - Idaho,Larry,,Shaw,790539,25,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Jason,,Shaw,1054628,130,good,TEACHER,PROFESSOR,4.3
Communication,1754,Brigham Young University - Idaho,Sara,,Shawcroft,2738979,1,good,TEACHER,PROFESSOR,4.0
Management,1754,Brigham Young University - Idaho,Marcus,,Shawcroft,2735229,2,average,TEACHER,PROFESSOR,2.5
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Lei,,Shen,929175,40,good,TEACHER,PROFESSOR,3.6
History,1754,Brigham Young University - Idaho,Janet,,Sherman,2357512,2,good,TEACHER,PROFESSOR,3.5
Foundations,1754,Brigham Young University - Idaho,Jannette,,Sherman,2376220,9,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Kevin,,Shiley,1026142,22,good,TEACHER,PROFESSOR,3.7
Online Learning,1754,Brigham Young University - Idaho,Elise,,Shipley,2606580,3,average,TEACHER,PROFESSOR,2.7
Online Learning,1754,Brigham Young University - Idaho,Kaly,G,Shippen,1889664,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Steven ,R,Shisley,2038319,11,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Heidi,,Showalter,2611060,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Travis,,Shreeve,1988137,3,average,TEACHER,PROFESSOR,2.5
Religion,1754,Brigham Young University - Idaho,David,,Shumway,2117908,9,good,TEACHER,PROFESSOR,4.7
Sociology,1754,Brigham Young University - Idaho,Emily,,Shurtleff,2505111,4,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Austin,,Shurtliff,2109805,4,average,TEACHER,PROFESSOR,2.5
Geology,1754,Brigham Young University - Idaho,Ryan,,Shurtliff,2550828,7,average,TEACHER,PROFESSOR,3.2
Theater,1754,Brigham Young University - Idaho,David,,Sidwell,2416680,1,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Nicole,,Siegel,2389527,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Nikki,,Siegel,2503816,3,good,TEACHER,PROFESSOR,4.3
Automotive Technology,1754,Brigham Young University - Idaho,Matt,,Sieler,2553781,1,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Art,,Silva,2167603,3,good,TEACHER,PROFESSOR,4.3
Biology,1754,Brigham Young University - Idaho,Hayley,,Sim,2538426,2,good,TEACHER,PROFESSOR,3.5
Child  Family Studies,1754,Brigham Young University - Idaho,Tracie,,Simon,2074344,24,good,TEACHER,PROFESSOR,3.8
Foundations,1754,Brigham Young University - Idaho,Russ,,Simon,2261651,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Jill,,Simonson,2320703,4,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Dan,,Simper,2704293,2,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Mike,,Simpson,2068832,3,good,TEACHER,PROFESSOR,4.5
Child  Family Studies,1754,Brigham Young University - Idaho,Brad,,Simpson,2220482,3,poor,TEACHER,PROFESSOR,2.3
Health Science,1754,Brigham Young University - Idaho,Russell,,Singleton,2185806,4,good,TEACHER,PROFESSOR,4.3
Physical Education,1754,Brigham Young University - Idaho,Wally,,Siwachok,966857,4,good,TEACHER,PROFESSOR,4.4
Geology,1754,Brigham Young University - Idaho,Megan,,Sjoblom,2609827,7,good,TEACHER,PROFESSOR,3.7
International Studies,1754,Brigham Young University - Idaho,Andrew,,Skabelund,2508686,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1754,Brigham Young University - Idaho,John,,Skalski,2520240,154,good,TEACHER,PROFESSOR,4.3
Humanities,1754,Brigham Young University - Idaho,Ryan,,Snelgrove,2188299,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Jeremy,,Snell,1308682,42,good,TEACHER,PROFESSOR,4.4
Mathematics,1754,Brigham Young University - Idaho,John,,Snell,1775230,53,good,TEACHER,PROFESSOR,4.4
Computer Science,1754,Brigham Young University - Idaho,David,,Snider,2388699,3,average,TEACHER,PROFESSOR,2.7
Accounting,1754,Brigham Young University - Idaho,Steve,,Snow,2042205,25,good,TEACHER,PROFESSOR,4.9
Accounting,1754,Brigham Young University - Idaho,stephan,,snow,2046047,1,good,TEACHER,PROFESSOR,4.0
Music,1754,Brigham Young University - Idaho,Diane,,Soelberg,1145306,9,good,TEACHER,PROFESSOR,4.3
Information Systems,1754,Brigham Young University - Idaho,Randy,,Somsen,374238,49,average,TEACHER,PROFESSOR,2.7
Physical Education,1754,Brigham Young University - Idaho,Ferron,,Sonderegger,967094,7,good,TEACHER,PROFESSOR,4.6
English,1754,Brigham Young University - Idaho,Paula,,Soper,764931,103,average,TEACHER,PROFESSOR,2.5
Chemistry,1754,Brigham Young University - Idaho,Kerensa,,Sorensen-Stowell,2609973,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1754,Brigham Young University - Idaho,Shayne,,Sorenson,2410759,28,good,TEACHER,PROFESSOR,3.6
Chemistry,1754,Brigham Young University - Idaho,Kerensa,,Sorenson-Stowell,901596,60,good,TEACHER,PROFESSOR,4.2
Nursing,1754,Brigham Young University - Idaho,Glade,,Southam,1154937,9,average,TEACHER,PROFESSOR,2.8
Religion,1754,Brigham Young University - Idaho,Ken,,Southwick,2382383,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Steve,,Southwick,2474517,1,average,TEACHER,PROFESSOR,3.0
Humanities  Philosophy,1754,Brigham Young University - Idaho,Kenneth,L.,Southwick,2152857,12,good,TEACHER,PROFESSOR,4.7
Nursing,1754,Brigham Young University - Idaho,Joni,,Spackman,1884106,2,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Vivian,Dianne,Smith,2128502,1,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Laura,,Smith,2245851,5,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Catherine,N,Smith,2608794,2,good,TEACHER,PROFESSOR,5.0
Geology,1754,Brigham Young University - Idaho,Kade,,Smith,2666887,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Melanie,,Smith,1986883,5,average,TEACHER,PROFESSOR,3.4
Business,1754,Brigham Young University - Idaho,Marquis,,Smith,2245020,3,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Janeal,,Smith,2636573,3,good,TEACHER,PROFESSOR,4.7
Computer Science,1754,Brigham Young University - Idaho,Kevin,,Smith,878286,17,good,TEACHER,PROFESSOR,3.7
Home amp Family Studies,1754,Brigham Young University - Idaho,Cindy,,Smith,2524213,5,good,TEACHER,PROFESSOR,4.8
Mechanical Engineering,1754,Brigham Young University - Idaho,Aaron,,Smith,2751774,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Daniel,S.,Smith,2400426,3,average,TEACHER,PROFESSOR,3.0
Mathematics,1754,Brigham Young University - Idaho,Nicole,,Smith,1698527,6,good,TEACHER,PROFESSOR,4.3
Biology,1754,Brigham Young University - Idaho,Cody,,Smith,2416696,39,good,TEACHER,PROFESSOR,3.7
Electrical Engineering,1754,Brigham Young University - Idaho,Todd,,Smith,2684041,11,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Aaron,,Smith,1810879,6,good,TEACHER,PROFESSOR,3.8
Sociology,1754,Brigham Young University - Idaho,Stephen,,Smith,140174,211,good,TEACHER,PROFESSOR,4.5
Computer Science,1754,Brigham Young University - Idaho,Matthew,,Smith,2772178,1,poor,TEACHER,PROFESSOR,1.0
